v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,qoi1,qoi2,qoi3
0.003952566666666657,-0.003952571428571416,-1.1111111142270147e-08,0.007936525535399142,-0.007936491937516,0.003952569145448281,0.0039525574807124375,-0.003952569145448281,0.0,0.0,0.003952550874506189,2.4242422735909486e-08,-0.003952574672520082,0.003952569199999978,0.007936519029142719,6.349206271849539e-09,8.888888958225039e-09,0.0,-0.003952573327114073,6.693121390455303e-09,0.003952577081149267,0.0,0.00395256883033257,0.0,-8.888888403113526e-09,1.2500000812210033e-08,-0.0039525615311903906,1.254960402263805e-08,1.2500000812210033e-08,-0.008064504036321973,1.2500000812210033e-08,1.2500000812210033e-08,-0.003952562747035038,-0.0035323369692306095,1.2500000812210033e-08,0.7447346978751037,-0.8908519634221559,0.2378058974161854
-0.5019763000000002,0.5019762857142858,-0.5039370278215225,0.515873025872386,-0.515872983875032,0.5098814151116828,-0.5019762787403562,0.5019762985262131,0.5039369962766278,-0.503936980392157,0.5098814159353138,-0.5039369815795769,0.5019762873362599,-0.5019762866666666,0.5158730380582854,-0.5039369998750158,-0.5039370000349954,0.503937018372703,-0.5098814333177852,0.5079365249349115,-0.5019762821662728,0.5039370133333334,-0.5019762740447958,0.5039370239970011,0.5039369953805781,-0.5039369939960621,0.5019762933150032,-0.5079365013629057,0.5039370189960637,-0.5160655189053376,0.5039370189960637,-0.5039369939960621,-0.5098814193675887,0.5061983710625695,-0.5039369939960621,0.6671756379371125,-0.8505108562540783,0.06719193009721125
0.5098814199999999,-0.5098814285714286,0.5039370055993,-0.49999997480158764,0.5000000067195765,-0.5019762985262133,0.5098813937017812,-0.5098814151116828,-0.5039369962766278,0.503936980392157,-0.5019763071410197,0.5039370603674509,-0.5098814313268865,0.5098814199999999,-0.49999999462433853,0.503937031621047,0.5039370267016625,-0.503937018372703,0.5019762866635571,-0.5079365026245068,0.5098814235799676,-0.5039370133333334,0.5098814294832381,-0.5039370239970011,-0.5039369998250223,0.5039370189960637,-0.5098814163773839,0.5079365013629058,-0.5039369939960621,0.49993651083269386,-0.5039369939960621,0.5039370189960637,0.5019762938735184,-0.5132630450010309,0.5039370189960637,0.7578246681257963,-0.7479462952865352,0.31523113432457905
-0.7549407000000001,0.24901185904761913,0.7559055083989503,0.769841271841144,0.24603175806298805,-0.7549407269356871,-0.2490118684124002,-0.2569169983301163,0.7559055331746332,0.2519684980392156,0.25691698340490987,0.7559055299451192,0.7549406915685815,-0.7549407333333332,-0.2460317377975979,-0.2519684986676666,0.7559055089413822,0.2519685091863515,-0.7628458633131208,-0.7619047650919626,0.25691700033055853,-0.25196851555555566,-0.24901186297760192,-0.7559055121859768,0.7559055219597544,0.25196850324803166,-0.7628458563498888,-0.2539682569562549,-0.25196850324803155,0.7539370056663943,0.25196850324803166,-0.7559055097440943,-0.7628458351778648,0.2513330044029578,0.7559055097440945,0.6204105867837979,-0.7433517176033109,0.2421428023931942
0.2569169933333333,-0.7628458476190477,-0.25196851391076125,-0.24603172883282964,-0.7698412634416729,0.2569169983301163,0.7628458507252069,0.7549407269356869,-0.2519685058902522,-0.7559054901960784,-0.7549407326261421,-0.251968477456456,-0.2569170029997033,0.2569169933333333,0.7698412706945494,0.7559055315585548,-0.2519684937952755,-0.7559055090405367,0.24901185666822157,0.2539682602364153,-0.754940705415682,0.755905511111111,0.7628458405504321,0.2519685072365956,-0.2519685221347324,-0.7559055097440943,0.24901185334249853,0.761904770868765,0.7559055097440945,-0.2620650240716371,-0.7559055097440943,0.25196850324803166,0.24901185306324103,-0.7681284116606429,-0.25196850324803155,0.339603995413134,-0.6831462130489582,-0.1690906372116081
-0.24901186666666675,-0.25691699047619043,0.25196849613298333,-0.7539682459687579,0.7539682594079111,0.7628458435211567,-0.7549407357637821,0.2490118584888319,-0.7559055331746332,0.7559054901960782,-0.24901187461061614,0.25196853018372534,-0.7628458409136215,-0.24901185999999997,0.26190477316805283,-0.7559055061617299,0.25196851779527574,-0.2519685091863516,-0.2569170033224497,0.7619047650919626,0.7628458595779806,0.25196850133333326,-0.754940714741619,0.7559055121859768,-0.7559055219597546,0.7559055097440945,0.7549407081886921,-0.7619047708687647,0.25196850324803166,0.2459359907973786,-0.25196850324803155,-0.25196850324803155,-0.2569169785573111,-0.2583977036288426,0.25196850324803166,0.7261532790219087,-0.6986618515969286,0.27681791398226063
0.7628458333333334,0.754940704761905,-0.7559055306211726,0.26190477402399837,-0.26190474462585056,-0.24901185848883178,0.25691698337382496,-0.7628458435211568,0.2519685058902521,-0.2519684980392157,0.762845841420436,-0.7559054814602739,0.24901185097745615,0.7628458666666666,-0.7539682326362641,0.2519685062867141,-0.7559055089413822,0.7559055090405367,0.7549407166588928,-0.2539682401570511,-0.2490118512677013,-0.7559055111111113,0.25691699471234086,-0.2519685072365956,0.251968495468067,-0.25196850324803155,-0.25691700150369523,0.25396825695625513,-0.7559055097440943,-0.7700660389406526,0.7559055097440945,0.7559055097440945,0.7549407096837943,0.7610637124347581,-0.7559055097440943,0.694491411874969,-0.7463395339274701,0.34248998691184984
-0.8814229333333334,0.8814229333333334,0.37795274864391937,-0.37301585181720875,-0.6428571236583525,-0.8814229411404242,-0.12252965546584382,0.12252964428409463,0.6299212647256307,0.37795274901960796,-0.8814229805951107,-0.6299212345502283,-0.13043478749750825,0.13043478000000008,-0.3730158675548835,0.629921281589801,0.6299212767104112,0.37795276377952725,-0.6363636363636364,0.8888888963256902,-0.37549407054156825,-0.6299212622222222,0.8893280608988436,-0.1259842536182978,0.12598424328958924,0.6299212768700799,0.12252965845506192,-0.8888888930720902,0.3779527611220477,-0.1350647640539795,-0.37795276112204756,0.8818897676181106,-0.8893280680830042,0.888496395764564,0.3779527611220477,0.27781193590906605,-0.5734797221800109,0.4947762109032816
0.13043477999999986,-0.13043478095238092,-0.6299212736657919,0.6428571488567647,0.37301588037540934,0.13043478412537923,0.8893280403240285,-0.8893280577258937,-0.3779527588353784,-0.6299212549019608,0.13043477066234876,0.37795278315437675,0.8814229204568107,-0.8814229333333333,0.6428571812547248,-0.37795274990626193,-0.3779527500262466,-0.6299212544473609,0.3754940597140728,-0.12698413123372787,0.6363636479532759,0.37795274666666656,-0.1225296426291903,0.8818897562804646,-0.8818897830271207,-0.37795276112204756,-0.8893280763361411,0.12698413475292947,-0.6299212518700783,0.8809372656840515,0.6299212768700799,-0.1259842453740152,0.12252964515810283,-0.13096502029903656,-0.6299212518700783,0.5051071696255054,-0.5659308489242074,-0.25886086991367474
0.6363636333333333,0.37549407238095234,-0.12598426806649177,-0.880952368953137,0.8809523521541953,-0.3754940726935687,0.38339919632038155,0.6284585127309501,0.12598425294512605,-0.12598425098039223,-0.37549408735317724,0.8818897647339536,-0.6363636441518745,-0.3754940733333333,-0.8809523758327035,-0.8818897815273083,-0.8818897589501311,0.8818897636337126,0.8814229197047438,0.3809523892391027,0.1304347887058539,-0.12598424888888893,-0.6284584943932074,-0.629921268091489,0.6299212475590557,-0.8818897676181106,0.6284585133012555,0.6349206486654397,0.8818897676181106,0.372936250815036,-0.8818897676181106,-0.6299212518700783,0.6284585017786561,0.37876568773276365,-0.1259842453740152,0.4221430388373424,-0.7028005470586658,0.6311374258708529
